,label,sentence,len_sentence
2324,0,"A boy in a blue jacket rides a skateboard down the street. Based on that information, is the claim A blue jacketed boy is skating down the street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2325,1,"A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer Based on that information, is the claim The soccer players compete in the championship ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2326,2,"A man in green kick a soccer ball while a man in purple and white is falling down. Based on that information, is the claim A man in green threw his soccer ball at the dog. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
2327,1,"A man in a suit with gold buttons and a name tag gestures with his hands as he speaks to another man in a dress shirt who is holding a beverage in a glass. Based on that information, is the claim A man in a suit with real gold buttons and a name tag gestures with his hands ""Entailment"", ""Contradiction"", or ""Inconclusive""?",76
2328,2,"A man and a woman are standing at the side of an inflatable climbing structure. Based on that information, is the claim A man and a woman are seated ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2329,2,"a girl wearing pink pulls weeds. Based on that information, is the claim She is indoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",35
2330,1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background Based on that information, is the claim The season is fall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2331,0,"people looking at dirty water. Based on that information, is the claim People are looking at water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
2332,0,"A number of cute asian children playing tambourines Based on that information, is the claim A group of cute Asian children are playing tambourines ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2333,1,"Family sitting down in a field of grass while others walk by. Based on that information, is the claim Two parents and two children are sitting in a field of grass. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2334,0,"Two young boys playing with ducks near the water. Based on that information, is the claim Two young friends play with ducks ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2335,-1,"A squirrel stands on its hind legs in the grass at the edge of a road. Based on that information, is the claim A squirrel is looking both ways before deciding whether to cross the street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
2336,2,"A man wearing red swim trunks and a red swimming cap is diving off a cliff. Based on that information, is the claim The man is attempting suicide. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2337,0,"A little girl wearing a yellow dress is sitting on the white rocks. Based on that information, is the claim A little girl is outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2338,-1,"A group of people are gathered on a sidewalk in front of a store nearby a littered street. Based on that information, is the claim A group of people are playing guitar. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2339,1,"Two people kickboxing, with others spectating. Based on that information, is the claim This is an official boxing match ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2340,0,"One many is fishing by a river with some buildings in the background while another man next to him is about to get a drink from the bottle next to him. Based on that information, is the claim Two men are by the river ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
2341,1,"A man wearing a blue jacket fishing in a river having a conversation with his friend with no shirt. Based on that information, is the claim Men talking, while catching fish. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2342,2,"A man and a woman sitting down laughing. Based on that information, is the claim The man and woman are mad at each other. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2343,0,"A news crew in rain jackets standing in front of line of police tape outside of a residence. Based on that information, is the claim There are people outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2344,0,"A boy in blue shorts and a t-shirt is poised to hit a tennis ball with a racket. Based on that information, is the claim A boy in blue shorts and a t-shirt is about to hit a tennis ball with his racket. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",66
2345,2,"Women is small tops and skirts pose for the camera. Based on that information, is the claim The women are wearing post-it notes and leaves and running through the woods. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2346,1,"Five women with red and black halter tops and red and black miniskirts wearing red and white shoes. Based on that information, is the claim Five sisters wearing red and black attire are getting ready to take a family portrait. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
2347,0,"cheerleaders pose for the camera. Based on that information, is the claim The cheerleaders are getting their picture taken. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2348,2,"Three females, one a child, one young adult, and one middle-aged at delicatessen. Based on that information, is the claim A group of women are cleaning a house. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
2349,2,"A woman and little girl look into a display case. Based on that information, is the claim A women is sitting alone on a couch with no other human around. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2350,1,"A man alone crosscountry skis in the wilderness while wearing a huge backpack. Based on that information, is the claim A man skis in the wilderness while it's snowing ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
2351,0,"A photographer is taking photos of a hockey game, but he is protecting himself from harm by wearing a helmet. Based on that information, is the claim A photographer is taking photos of a hockey game ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
2352,2,"Two dogs wearing muzzles are running. Based on that information, is the claim two dogs are eating ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
2353,1,"construction worker working on a structure Based on that information, is the claim A man is building a house. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2354,0,"A crowd gathers and watches a bonfire. Based on that information, is the claim A crowd sees flames. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2355,1,"A group of people sitting around a table eating food. Based on that information, is the claim People are at a table eating Christmas dinner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2356,0,"A boy in a hat and glasses is playing a guitar. Based on that information, is the claim A boy is playing guitar. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2357,0,"City street crowded with sports fans wearing orange. Based on that information, is the claim The sports fans are wearing a certain color. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2358,2,"A woman playing with play equipment while a child looks on. Based on that information, is the claim Child blows up a balloon. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2359,1,"Two small boys dressed in tuxedos sitting on a red carpeted floor. Based on that information, is the claim Two well dressed boys sit on a red carpet floor inside of a home. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2360,2,"A man in a red plaid shirt using a bull horn to talk to a crowd of people. Based on that information, is the claim a man in an empty park ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2361,0,"An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. Based on that information, is the claim The teenager is seated. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2362,-1,"A girl jumping high off of the sand. Based on that information, is the claim The girl is being photographed. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2363,0,"Man sleeping in a couch in a sitting position wearing a blue jeans and a plaided shirt Based on that information, is the claim There is someone sleeping on the couch. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2364,0,"A picture of an artwork that depicts a man being flown by birds that is in font of a construction area. Based on that information, is the claim A man is being carried by birds. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
2365,2,"A gentleman with his eyes closed playing an old fluglehorn into a microphone. Based on that information, is the claim A lady with her eyes closed playing an old fluglehorn into a microphone. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
2366,0,"A woman wearing a red helmet is holding a rope and smiling. Based on that information, is the claim A happy woman is holding rope. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2367,0,"A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer. Based on that information, is the claim A man adjusts his tie looking at a laptop ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2368,2,"Man is shaving in the mirror. Based on that information, is the claim The man has no facial hair. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2369,0,"a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves. Based on that information, is the claim Three boys hold baseball gloves. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2370,2,"Two construction workers climbing the steel ribbed exterior of a new building at their work site. Based on that information, is the claim The workers are making coffee inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2371,1,"Construction workers use cables to hang from the sides of buildings. Based on that information, is the claim Construction workers are brave. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2372,0,"Two people climbing up some sort of wore structure. Based on that information, is the claim Two people climb up a structure ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2373,2,"Two men with tan hats working in a garden. Based on that information, is the claim The women in dainty dresses look out over the farm. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2374,0,"A group of four children poke at two small turtles in the grass. Based on that information, is the claim A group of kids poked at the two small turtles. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2375,0,"Children are petting small turtles in the grass. Based on that information, is the claim The children are playing with turtles. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2376,1,"Woman standing in a store with an item in hand. Based on that information, is the claim A woman in a store is shopping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2377,1,"A woman with green body paint is holding a green and blue hula hoop while her friend (also in blue and green) watches. Based on that information, is the claim The woman is very good at hula hooping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
2378,0,"Two green painted women perform for a crowd of onlookers. Based on that information, is the claim Women perform. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2379,2,"The tennis player spikes the tennis ball on the boundary line. Based on that information, is the claim A boxer is kayaking. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2380,1,"A police person is on a motorcycle on the side of a street. Based on that information, is the claim A policewoman is sitting on the motorcycle behind the parked car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
2381,1,"three dogs run through the grass. Based on that information, is the claim Three dogs run through the dead, brown grass. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2382,0,"Two girls are kneeling on the ground. Based on that information, is the claim Two girls kneel together on the ground. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2383,2,"A drunk looking woman is hugging a drunk looking man. Based on that information, is the claim A young boy and girl embrace in front of monkeys at the zoo. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2384,1,"A group of Amish people, men and women, standing at a fence overlooking a forest and river. Based on that information, is the claim The people are from the same family. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2385,1,"A man from one football team trying to dodge a tackle from a player from the opposing football team. Based on that information, is the claim A man tries to tackle a player in a NFL game. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2386,2,"A boy and a girl stand in a median amongst Mike Huckabee signs. Based on that information, is the claim The boy and girl stand on the lakeshore. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2387,1,"A man is hanging sausages in a market. Based on that information, is the claim A sad man is hanging sausages in a market. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2388,1,"People dresses in business clothing are walking by while one man with a tie on is standing still and talking on his cellular phone. Based on that information, is the claim The people are business associates. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
2389,2,"A man sitting outside playing a musical instrument. Based on that information, is the claim The man is standing inside a restaurant. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2390,2,"A tattooed woman clicking on a mouse on a desk. Based on that information, is the claim A tattooed man clicking on a mouse on a desk. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2391,1,"A person holds a bunch of brush while walking down a stone path. Based on that information, is the claim The person is doing a job for someone. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2392,1,"A lady digs through a garbage can looking to add to the shopping cart beside her. Based on that information, is the claim Lady is searching for food in garbage ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2393,2,"A man and woman look upward on a city block. Based on that information, is the claim A man and woman are scuba diving. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2394,2,"The black woman is laying out literature. Based on that information, is the claim The black woman is toasting marshmallows on a barbecue grill. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2395,1,"A member of the army is walking with a German Shepard while the dog has something in has mouth. Based on that information, is the claim A member of the army walks his dog. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2396,-1,"Some cars and many tents are set up at the foot of a mountain. Based on that information, is the claim The campers have established their camp. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2397,0,"Four young boys flexing for the camera. Based on that information, is the claim For boys are flexing ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2398,2,"The firefighter has a hose ready to tackle a car fire. Based on that information, is the claim A firefighter rescues a cat from a house fire. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2399,1,"Man with blue and yellow shirt rides bike. Based on that information, is the claim a man rides a bike for the first time ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2400,0,"A little boy and his father talking to a man dressed as Santa Claws. Based on that information, is the claim A boy and his father speak to Santa Claus ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2401,1,"A man is talking on a cellphone while filling his car with gas. Based on that information, is the claim A man talks to his boss while getting gas for his car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2402,0,"Two men in hard hats and safety neon vests on scaffolding working outside in the daylight. Based on that information, is the claim Outdoor daytime scene with two workers in safety gear working on scaffolding. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
2403,0,"A young blond boy is eating cake with a spoon. Based on that information, is the claim a little boy is eating cake ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2404,0,"A young blond child eats chocolate cake with his fingers while holding the spoon in their other hand. Based on that information, is the claim a child has chocolate all over his hand ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2405,0,"A man in a hard hat looks intimidated. Based on that information, is the claim He is working in a potentially dangerous field that requires a hard hat. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2406,2,"Six older women are standing in a row at a table smiling and looking trough books and other material displayed on the table. Based on that information, is the claim A man and a young boy are playing a game on a quilt on the floor. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",66
2407,1,"Children, including one with a painted face, pet tiny turtles that are crawling in the green grass. Based on that information, is the claim Turtles are crawling in the light green grass. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2408,0,"An adorable child leaping to block a soccer ball from entering the goal. Based on that information, is the claim A child blocks a goal. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2409,0,"Four individuals are sitting on a small dock by the water as a boat sails by. Based on that information, is the claim Four people sitting by the water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2410,2,"a guy with long hair is making a sand sculpture Based on that information, is the claim A women is skiing of the mountain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2411,1,"A women's volleyball team plays in a brown and green gymnasium. Based on that information, is the claim A volleyball team is performing in a national competition. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2412,1,"A young lady toying with her watch. Based on that information, is the claim A woman is adjusting the time on her watch. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2413,2,"A woman in a red dress is walking on the sidewalk. Based on that information, is the claim The woman is running through the woods. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2414,1,"Two girls looking into camera and smiling Based on that information, is the claim Two happy girls get their pictures taken. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2415,2,"Three young Asian women walk on a rain soaked street with traffic in the background. Based on that information, is the claim The street is dry. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
2416,1,"a woman walking down the street. Based on that information, is the claim A woman is walking to work. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2417,0,"Two kids in their pajamas. Based on that information, is the claim A couple of children are wearing pajamas. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2418,2,"A woman walking down a crowded sidewalk talking on her cellphone. Based on that information, is the claim A woman is running on the track. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2419,0,"An Indian woman stands in an outdoor marketplace. Based on that information, is the claim A female is outdoors at a bazaar. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2420,1,"A lady stands outside of a Mexican market. Based on that information, is the claim A girl is enjoying food at a Mexican festival with friends ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2421,1,"The gentleman is speaking while the others are listening. Based on that information, is the claim The man is respected. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2422,2,"An old woman in a white hat and purple and blue cloths is sitting down by a wooden building. Based on that information, is the claim The building is brick. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2423,0,"A street performer is entertaining a gathered audience with the help of a young boy. Based on that information, is the claim A street performer and young boy are entertaining passersby. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2424,0,"A group of motorcycles wearing black. Based on that information, is the claim Some motorcycles wearing black outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
2425,0,"There is a green trash truck in road with a person sweeping sidewalk. Based on that information, is the claim A person sweeps. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2426,1,"Young men drink coffee and read books just outside some buildings on a sunny day; an older bearded man in a dark blue shirt glances at a younger man in a striped shirt, who has a red toy crab on the table next to him. Based on that information, is the claim Hipsters hang out outside of a cafe on a sunny day. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",85
2427,2,"A group of men are sitting and standing a courtyard, some of them are reading books and some are talking. Based on that information, is the claim Men are throwing books and talking outside in a courtyard. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
2428,0,"Rose petals being thrown at an asian couple. Based on that information, is the claim An Asian couple are together. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2429,1,"Two friends having a laugh. Based on that information, is the claim Two friends are laughing at people on the street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2430,1,"A man and a woman are laughing. Based on that information, is the claim A man and woman are laughing at a joke. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2431,2,"A man is reading a book while sitting on a bench outside of a bookstore. Based on that information, is the claim A man is playing video games on his phone. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2432,2,"At least six individuals are on a team wearing helmets and knee pads while rollerblading around a skating rink. Based on that information, is the claim People don't know how to skate. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
2433,1,"People are shopping around Christmas time for decorations. Based on that information, is the claim People are in the mall shopping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2434,2,"A shirtless man skateboards on a ledge. Based on that information, is the claim Everybody has a shirt ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2435,2,"A person is sitting on a yellow picnic table with a water bottle, while a baby stroller sits beside her. Based on that information, is the claim two babies play in the grass ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2436,1,"Lady wearing brown jacket with brown boots and orange colored scarf is hearing music while sitting in the train. Based on that information, is the claim The lady is listening to music through headphones. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2437,0,"A yellow car drives across a snowy path. Based on that information, is the claim A yellow car is driving in the snow in the winter. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
2438,0,"A guy surfing in a lake or river while a boat is pulling him Based on that information, is the claim That man is on a surfboard. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2439,0,"A crowd of people stand in street in front of a series of white tents. Based on that information, is the claim A crowd of people stand in the street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2440,1,"Four people stand in front of trees. Based on that information, is the claim A group of people inspecting trees for woodpeckers. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2441,1,"A young couple and many others out enjoying themselves at an outdoor street event. Based on that information, is the claim The young couple are looking at goods being sold by the street vendors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2442,1,"A boy in a blue shirt plays in a jumping tent. Based on that information, is the claim Kid celebrates at a birthday party ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2443,2,"Several street vehicles pass by a traditional architecture style of Thailand. Based on that information, is the claim The cars are driving through an empty field. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
2444,1,"Elderly woman climbing up the stairs. Based on that information, is the claim The old lady was walking. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2445,2,"A group of brown-haired teenagers doing laundry. Based on that information, is the claim Teens are washing a car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2446,0,"A young child dressed in a scarf, hat, jacket, gloves, pants, and boots, outside playing in the snow. Based on that information, is the claim A child plays in the snow while dressed in warm winter clothes. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
2447,2,"An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel. Based on that information, is the claim An older man is dancing at a club. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2448,0,"A man in renaissance clothing is sitting on a brick wall. Based on that information, is the claim The man is in costume ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2449,0,"A young girl with purple pants, a striped jacket, and a white hat is climbing up a ladder made of logs. Based on that information, is the claim A girl is climbing up a ladder. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2450,1,"A group of people and a dog sitting on the steps. Based on that information, is the claim A group of people and a dog are waiting for the plumber. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2451,-1,"A woman in a blue uniform, with long curly red-hair, looking at her horse before the race. Based on that information, is the claim The woman is the owner ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2452,0,"The skateboarder is jumping his board in the air while another skateboarder watches. Based on that information, is the claim A skateboarder is jumping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2453,1,"A bearded man, using a wooden pole, stirs bowl-like objects around in a large metal box filled with water. Based on that information, is the claim A man is testing out his new miniature boats. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
2454,2,"A farmer tends to his chores. Based on that information, is the claim A farmer sleeps in a hammock. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2455,0,"A guy in a red jacket is snowboarding in midair. Based on that information, is the claim A guy is doing snowboard tricks ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2456,1,"Twenty five people are marching. Based on that information, is the claim A man plays the trombone on the sidewalk. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2457,2,"A older man working at a loom Based on that information, is the claim A young man at the loom. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2458,1,"Four women standing around a yellow table are looking at laptops. Based on that information, is the claim A group of women shopping for a new laptop. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2459,0,"Many women trying out and looking at laptops in a Walmart. Based on that information, is the claim Women are shopping for computers at a large store. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2460,2,"A dad with his child and an apple pie. Based on that information, is the claim A dad and his daughter with an blueberry pie. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
2461,1,"A blond-haired woman squinting and wearing a bright yellow shirt. Based on that information, is the claim A woman is in the sunshine. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2462,2,"A young boy holding a pumpkin in the middle of a pumpkin patch. Based on that information, is the claim A boy is holding a watermelon. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2463,1,"A man wearing a hat sitting on the side of a hill looking towards the water. Based on that information, is the claim The man is watching boats pass by while sitting on the hill. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
2464,0,"A brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water. Based on that information, is the claim A dog stands in the water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2465,2,"A group of women observing an event while one in military attire takes a photograph Based on that information, is the claim A group of people got ran over by a bus. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
2466,1,"two women in lingerie with green feathers around waist Based on that information, is the claim A pair of strippers do a dance ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2467,0,"Two small girls are holding stuffed animals. Based on that information, is the claim There are two children in this picture. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
2468,0,"some children play in the grass outside near a tree. Based on that information, is the claim Children playing outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2469,1,"A brown and white dog holds a tennis ball in his mouth. Based on that information, is the claim A dog is playing fetch with his owner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2470,2,"The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball. Based on that information, is the claim Two man walking on the road in rain ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2471,1,"a couple wearing bright outfits walking hand and hand on a sidewalk. Based on that information, is the claim The outfits are orange. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2472,0,"A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench. Based on that information, is the claim A young woman reads near the ocean. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
2473,2,"A black and brown dog is playing with a brown and white dog. Based on that information, is the claim Two dogs sleep on the floor. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
2474,2,"An older man holding a sign for tattoos soliciting business on the street. Based on that information, is the claim The man is VanGogh. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2475,1,"People looking at tall oriental art piece. Based on that information, is the claim The new Chinese history exhibit is open at the museum ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2476,2,"An Obama Biden supporter cheers for the Presidential candidate and his running mate. Based on that information, is the claim An Obama supporter is upset that the President lost his second term. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2477,1,"A man dressed in a suit and bowler style hat plays a sousaphone which has flames coming out of the top. Based on that information, is the claim He is a professional musician. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2478,2,"A man examines his facial hair. Based on that information, is the claim The man is sleeping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
2479,2,"Two men watching one man make a golf putt on the set of Sports Center. Based on that information, is the claim People are walking in a road. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2480,1,"A solo cyclist is riding down a windy road. Based on that information, is the claim The cyclist falls down the windy road ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2481,-1,"An Asian technology demonstration of computers and other gadgets. Based on that information, is the claim The person is very smart with electronics. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2482,1,"A black and white dog jumps for a tennis ball. Based on that information, is the claim A border collie is jumping to catching a toy. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2483,0,"A group of people having a conversation. Based on that information, is the claim Multiple people talk to each other. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2484,2,"A man dressed in a brown shirt and tan shorts is down on one knee looking at some type of machinery. Based on that information, is the claim The man is wearing tan pants. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2485,0,"The German shepherd runs happily in the park. Based on that information, is the claim Dog runs outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
2486,0,"A man is rolling a suitcase in front of a bunch of red flowers. Based on that information, is the claim A man is standing in front of flowers. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2487,2,"A game similar to baseball is being played as a ball closes in on the player who is ready to strike. Based on that information, is the claim Some people are scuba diving. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
2488,2,"Three people in uniform are outdoors and are observing a scene which is out of the picture. Based on that information, is the claim Uniformed people are eating ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2489,0,"A man in a lab coat is looking through a microscope. Based on that information, is the claim A man is looking through a microscope ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2490,1,"A young boy in green is practicing kicking. Based on that information, is the claim the young boy is playing soccer ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2491,1,"A woman taking candy off of a shelf and putting it in a box. Based on that information, is the claim A woman packages candy for a friend ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2492,2,"Two performers, one man playing a guitar, and one woman with a mic raised to her mouth are sitting on chairs performing. Based on that information, is the claim A man and woman are kissing in a car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
2493,0,"Two teams of men are playing basketball on a court in an empty stadium. Based on that information, is the claim The men are playing basketball with no audience. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
